Sphingolipid_signaling_pathway	1	249	0.00401606425702811
Vascular_smooth_muscle_contraction	4	257	0.0155642023346304
Propanoate_metabolism	1	157	0.00636942675159236
Aldosterone-regulated_sodium_reabsorption	1	168	0.00595238095238095
Malaria	1	178	0.00561797752808989
Influenza_A	2	305	0.00655737704918033
Acute_myeloid_leukemia	1	186	0.00537634408602151
ECM-receptor_interaction	1	216	0.00462962962962963
Circadian_entrainment	1	226	0.00442477876106195
Glycolysis_/_Gluconeogenesis	1	197	0.0050761421319797
Inflammatiory_bowel_disease_(IBD)	1	196	0.00510204081632653
Leishmaniasis	2	202	0.0099009900990099
Hepatitis_B	1	275	0.00363636363636364
Melanogenesis	2	229	0.00873362445414847
Melanoma	1	200	0.005
Pancreatic_cancer	2	194	0.0103092783505155
Epstein-Barr_virus_infection	3	329	0.00911854103343465
Platelet_activation	2	259	0.00772200772200772
Toxoplasmosis	4	246	0.016260162601626
Retrograde_endocannabinoid_signaling	1	232	0.00431034482758621
Long-term_potentiation	2	195	0.0102564102564103
Hypertrophic_cardiomyopathy_(HCM)	1	214	0.00467289719626168
Hedgehog_signaling_pathway	1	181	0.00552486187845304
Glycosphingolipid_biosynthesis_-_globo_series	1	143	0.00699300699300699
Bile_secretion	1	201	0.00497512437810945
Pertussis	2	203	0.00985221674876847
Fatty_acid_metabolism	1	176	0.00568181818181818
Rap1_signaling_pathway	3	338	0.00887573964497041
Neurotrophin_signaling_pathway	4	246	0.016260162601626
Cell_cycle	2	252	0.00793650793650794
Cholinergic_synapse	2	241	0.00829875518672199
Glioma	1	194	0.00515463917525773
Alzheimer's_disease	3	295	0.0101694915254237
Serotonergic_synapse	2	242	0.00826446280991736
Gap_junction	1	218	0.00458715596330275
Measles	2	262	0.00763358778625954
Ras_signaling_pathway	1	357	0.00280112044817927
Inflammatory_mediator_regulation_of_TRP_channels	1	228	0.0043859649122807
Inositol_phosphate_metabolism	1	190	0.00526315789473684
Pathways_in_cancer	8	520	0.0153846153846154
mTOR_signaling_pathway	2	188	0.0106382978723404
MicroRNAs_in_cancer	1	426	0.00234741784037559
Basal_cell_carcinoma	2	183	0.0109289617486339
Ribosome_biogenesis_in_eukaryotes	2	215	0.00930232558139535
Cardiac_muscle_contraction	1	207	0.00483091787439614
Renal_cell_carcinoma	3	193	0.0155440414507772
Proximal_tubule_bicarbonate_reclamation	1	152	0.00657894736842105
Regulation_of_actin_cytoskeleton	7	338	0.0207100591715976
Transcriptional_misregulation_in_cancers	1	308	0.00324675324675325
Prolactin_signaling_pathway	2	200	0.01
Progesterone-mediated_oocyte_maturation	4	215	0.0186046511627907
Gastric_acid_secretion	2	203	0.00985221674876847
Endometrial_cancer	3	179	0.0167597765363128
Carbon_metabolism	1	233	0.00429184549356223
PI3K-Akt_signaling_pathway	3	474	0.00632911392405063
Glycosphingolipid_biosynthesis_-_ganglio_series	1	144	0.00694444444444444
Proteoglycans_in_cancer	2	332	0.00602409638554217
FoxO_signaling_pathway	2	262	0.00763358778625954
Thyroid_cancer	1	158	0.00632911392405063
Chagas_disease_(American_trypanosomiasis)	2	232	0.00862068965517241
Tight_junction	5	263	0.0190114068441065
Oocyte_meiosis	1	242	0.00413223140495868
Glutamatergic_synapse	3	243	0.0123456790123457
Adherens_junction	3	200	0.015
AMPK_signaling_pathway	1	253	0.00395256916996047
Oxytocin_signaling_pathway	3	286	0.0104895104895105
Viral_carcinogenesis	3	333	0.00900900900900901
Endocrine_and_other_factor-regulated_calcium_reabsorption	1	177	0.00564971751412429
Cytokine-cytokine_receptor_interaction	1	400	0.0025
Neuroactive_ligand-receptor_interaction	7	444	0.0157657657657658
Hepatitis_C	3	260	0.0115384615384615
Valine,_leucine_and_isoleucine_degradation	1	176	0.00568181818181818
T_cell_receptor_signaling_pathway	3	231	0.012987012987013
Insulin_signaling_pathway	2	269	0.00743494423791822
Bladder_cancer	1	167	0.00598802395209581
Chemokine_signaling_pathway	4	315	0.0126984126984127
Fc_gamma_R-mediated_phagocytosis	1	220	0.00454545454545455
ABC_transporters	1	173	0.00578034682080925
Leukocyte_transendothelial_migration	3	245	0.0122448979591837
Dilated_cardiomyopathy_(DCM)	1	219	0.0045662100456621
Natural_killer_cell_mediated_cytotoxicity	1	266	0.0037593984962406
Colorectal_cancer	4	188	0.0212765957446809
GABAergic_synapse	1	219	0.0045662100456621
Allograft_rejection	1	168	0.00595238095238095
Amoebiasis	3	236	0.0127118644067797
Staphylococcus_aureus_infection	1	186	0.00537634408602151
MAPK_signaling_pathway	3	384	0.0078125
Amino_sugar_and_nucleotide_sugar_metabolism	1	175	0.00571428571428571
Morphine_addiction	1	222	0.0045045045045045
cAMP_signaling_pathway	2	328	0.00609756097560976
Spliceosome	3	259	0.0115830115830116
Endocytosis	3	340	0.00882352941176471
Focal_adhesion	6	331	0.0181268882175227
HTLV-I_infection	3	388	0.0077319587628866
Hippo_signaling_pathway	4	280	0.0142857142857143
Huntington's_disease	2	321	0.00623052959501558
Citrate_cycle_(TCA_cycle)	1	160	0.00625
beta-Alanine_metabolism	2	159	0.0125786163522013
Axon_guidance	4	253	0.0158102766798419
Calcium_signaling_pathway	2	308	0.00649350649350649
Fatty_acid_degradation	1	173	0.00578034682080925
Intestinal_immune_network_for_IgA_production	1	178	0.00561797752808989
Taurine_and_hypotaurine_metabolism	1	140	0.00714285714285714
Adrenergic_signaling_in_cardiomyocytes	3	276	0.0108695652173913
Phosphatidylinositol_signaling_system	1	210	0.00476190476190476
Systemic_lupus_erythematosus	2	264	0.00757575757575758
Jak-STAT_signaling_pathway	2	284	0.00704225352112676
Small_cell_lung_cancer	1	215	0.00465116279069767
Osteoclast_differentiation	1	260	0.00384615384615385
Non-small_cell_lung_cancer	2	184	0.0108695652173913
